tt,mm,f1,f3,f4,f5,f6,f7,soilstor,epxstor,kststor1,kststor2,soil18o,epx18o,kststor118o,kststor218o,dpdf[0],stal1d18o,stal2d18o,stal3d18o,stal4d18o,stal5d18o,drip_int_stal1,drip_int_stal4,drip_int_stal3,drip_int_stal2,drip_int_stal5,cave_temp
74,2,0.0,3.0418158294097437,0,2.0334879600310569,0.19840479360319999,0,0.0,374.16768154403377,400.0,99.00399200799679,-2.0324659342,-2.6388494304842376,-3.018158318296289,-2.7258173575325677,3.017481302774466,-1.1574500086090067,-1.6417829531641948,-1.5889350864815022,-1.134372997987354,-1.518438236982278,202,106,99,94,100,7.249250758888888
75,3,9.10903775,3.0662137543522703,0,2.0337920639001705,0.19800798401599357,0,36.436151,377.1688214953641,400.0,98.8059840239808,-3.9543898776,-2.670114850456788,-3.0164847866885851,-2.7258173575325677,3.0416840443174524,-1.1493598155493112,-1.9610468418327365,-1.8901245155450441,-1.1574416175219593,-1.5085104501606494,202,106,86,85,100,7.212354301666668
76,4,6.909909496000002,3.072629847930913,0,2.0335131730941094,0.1976119680479616,0,27.639637984000007,377.95805233428575,400.0,98.60837205593283,-3.4551194303843125,-2.6842377637127335,-3.0148066050694649,-2.7258173575325677,3.048048809147466,-1.1445144640223059,-2.1804746818054888,-1.7998002993757645,-1.1673418582778261,-1.5018876677689308,202,105,91,79,100,7.190261974166667
77,5,40.0,3.343664418674286,12.297472812286571,2.0901104688956007,0.2,10.905844868219404,160.0,399.0,400.0,99.8,-3.3560035224344085,-2.7485280201123774,-3.0065495615397899,-2.7283355634572066,3.316915103324892,-1.149480388276003,-2.1339665492354776,-1.8381263772844214,-1.2363980157703569,-1.4948107899993568,200,100,64,61,100,7.195593228055554
78,6,40.0,3.512,33.004096000000004,2.2006497524123372,0.2,32.804096000000015,160.0,399.0,400.0,99.80000000000001,-3.1430227197592258,-2.7844728674606096,-2.9864314647767229,-2.742286646490891,3.483904,-1.1701614208092792,-2.1088806495863643,-1.7758220338183195,-1.2792383952724418,-1.4815018328029339,200,100,59,45,100,7.226169783333333
79,7,40.0,3.512,33.004096000000004,2.2005594993298341,0.2,32.804096000000015,160.0,399.0,400.0,99.80000000000001,-3.131647974209818,-2.816106134590378,-2.9698685903159556,-2.7606320555956394,3.483904,-1.1897945360889173,-2.1160944941375215,-1.8329458072711136,-1.3122031776264809,-1.4661975274220529,200,100,62,43,100,7.231908727499995
80,8,40.0,3.512,33.004096000000004,2.2000784073791757,0.2,32.804096000000015,160.0,399.0,400.0,99.80000000000001,-2.5867789401619734,-2.7952107182415484,-2.9548967559766681,-2.7692254464313946,3.483904,-1.2052615449675841,-2.0754373038099905,-1.7145977852264238,-1.298272718900928,-1.4581984638580847,200,100,76,52,100,7.263189803333329
81,9,27.177272725999998,3.4094181818080003,20.38571170783848,2.1362671405036733,0.2,20.185711707838493,108.70909090399998,399.0,400.0,99.8,-2.163026365029668,-2.754896399107512,-2.9457980787016438,-2.7667949759233634,3.382142836353536,-1.2011385178599676,-1.7096668815372862,-1.4544334840376205,-1.2561754912918666,-1.4473640661212261,200,100,89,70,100,7.255488588888884
82,10,19.829199620799997,3.3506335969664,13.154737495642905,2.1003145938879149,0.2,12.954737495642902,79.31679848319997,399.0,400.0,99.8,-0.4628670133514262,-2.6463817390311712,-2.9389700315058906,-2.752771619688495,3.3238285281906688,-1.196308261496859,-1.4343750597906046,-1.4290173777479209,-1.1568974160051093,-1.4499226651376595,200,100,76,70,100,7.29751803472222
83,11,2.9607339546399944,3.21568587163712,0,2.0346561701485708,0.1996,0,11.842935818559976,395.55508769833887,400.0,99.6004,-0.22632620473876253,-2.6285562650800203,-2.93827012940715,-2.752771619688495,3.189960384664023,-1.1960113138281825,-1.5935730479907928,-1.6184477585817758,-1.1380409744119468,-1.4489189097415256,200,101,87,69,100,7.296163442777775
84,12,0.0,3.164440701586711,0,2.0342052623542242,0.19920079999999998,0,0.0,389.2515218207781,400.0,99.4011992,-0.22632620473876253,-2.6285562650800203,-2.9374754101099354,-2.752771619688495,3.139125175974017,-1.202326309303281,-1.6096225134836217,-1.4405565567032763,-1.1444342578971201,-1.4552179815663369,201,102,96,84,100,7.327906306388883
85,1,0.0,3.1140121745662253,0,2.0338685148184403,0.1988023984,0,0.0,383.04840956904224,400.0,99.20239680159999,-0.22632620473876253,-2.6285562650800203,-2.9366711055398578,-2.752771619688495,3.0891000771696953,-1.2125280848873654,-1.4842624155383399,-1.4987183768637724,-1.1534308150851214,-1.4648176601094187,201,104,102,98,100,7.374473949444443
86,2,1.4488980980000001,3.0759784613363377,0,2.0337699510699863,0.19840479360319999,0,5.7955923920000005,378.3699585720602,400.0,99.00399200799679,-3.0314775396,-2.630074590063459,-2.935915243306368,-2.752771619688495,3.051370633645647,-1.2029425071368172,-1.7006743686567294,-1.6665900597427896,-1.1451340753868555,-1.4549390475970814,202,105,92,94,100,7.333649783611108
87,3,8.0723201964,3.091538230147682,0,2.0339168246436317,0.19800798401599357,0,32.2892807856,380.28393461400606,400.0,98.8059840239808,-2.371045683152243,-2.6246637838665428,-2.9350342891817123,-2.752771619688495,3.0668059243065007,-1.21214844666373,-1.751416178924381,-1.5408985853921919,-1.1490991851359489,-1.4634479702252401,202,105,86,80,100,7.3756805041666595
88,4,0.0,3.0422714769120485,0,2.0332691994543808,0.1976119680479616,0,0.0,374.2237298319973,400.0,98.60837205593283,-2.420362543233071,-2.6246637838665428,-2.9341306920916401,-2.752771619688495,3.017933305096752,-1.2142997903441533,-1.8470988952840051,-1.7700998402506718,-1.1505895220546014,-1.4647376953960123,202,106,96,83,100,7.385504886111104
89,5,27.239089806,3.2117025571039783,0,2.034850529257044,0.19721674411186568,0,108.956359224,395.0651081442461,400.0,98.41115531182096,-3.0970387568999995,-2.656714234576194,-2.9342067503295826,-2.752771619688495,3.1860089366471462,-1.2098753291198694,-2.2816166460150056,-1.977655063098549,-1.1823488709710173,-1.4609563145744353,203,101,67,65,100,7.36823707805555
90,6,14.2763456728,3.274731630536369,3.818188409017637,2.0452188727097429,0.2,2.2293437208385996,57.1053826912,399.0,400.0,99.8,-3.1130572287875187,-2.6726298235544688,-2.9323538693845088,-2.74977838442023,3.248533777492078,-1.2092622535738728,-2.4206613029265078,-1.9041910466228718,-1.1994559092431967,-1.4595635942410423,200,100,98,66,100,7.370309046666662
91,7,26.184382236240005,3.4014750578899204,19.40864392092334,2.1313178937205426,0.2,19.208643920923336,104.73752894496002,399.0,400.0,99.8,-2.9262217376858644,-2.6882469249557777,-2.9233007324270335,-2.7397603006018074,3.3742632574268008,-1.2050391890080503,-2.2656203743430803,-1.8194260323370903,-1.2210228321010153,-1.4564224413695648,200,100,76,75,100,7.396834281388884
92,8,40.0,3.512,33.004096000000004,2.2006246422298292,0.2,32.804096000000015,160.0,399.0,400.0,99.80000000000001,-2.447494753412186,-2.6663105084142202,-2.9081901379557231,-2.721506767272992,3.483904,-1.1900440153469471,-2.1522320836063757,-1.7959646652916383,-1.2024063867398516,-1.4446410469332038,200,100,59,50,100,7.411839511944443
93,9,38.00199818,3.49601598544,31.03793433700349,2.1901661277487636,0.2,30.837934337003503,152.00799272,399.0,400.0,99.80000000000001,-1.332707385315117,-2.550339451833423,-2.8907298116454263,-2.680901724674486,3.46804785755648,-1.1460114180861236,-1.8317375030220129,-1.4865758829498699,-1.0828322755852549,-1.4237234315028768,200,100,75,49,100,7.396475359166665
94,10,14.16354526,3.30530836208,7.57937100273665,2.0715954085685935,0.2,7.3793710027366615,56.65418103999999,399.0,400.0,99.8,-1.403432665430926,-2.511022657395544,-2.8854511824193896,-2.668910813715684,3.27886589518336,-1.1297739800414375,-2.0521928543265622,-1.9901010584919554,-1.0391445006421307,-1.4141255191587598,200,100,92,70,100,7.377174794722222
95,11,10.444077741999997,3.275552621936,3.9191769191034496,2.0535708078885735,0.2,3.7191769191034467,41.77631096799998,399.0,400.0,99.8,-0.4091318994892359,-2.457407739817966,-2.8814698625958752,-2.660918868637043,3.2493482009605117,-1.1166770269249726,-1.9878576952894189,-1.4129605357088293,-0.98025514014532522,-1.4049452026103637,200,100,80,75,100,7.353931880555557
96,12,0.0,3.192,0,2.0341360299890408,0.1996,0,0.0,392.641536,400.0,99.6004,-0.10842246578458076,-2.457407739817966,-2.8795191714366091,-2.660918868637043,3.166464,-1.1114049802789516,-1.5918411523246911,-1.5833890220922076,-0.97417366977359254,-1.3976156250955496,200,101,102,82,100,7.329875201111115
97,1,0.0,3.1411322879999997,0,2.0339595639165697,0.19920079999999998,0,0.0,386.384400482304,400.0,99.4011992,-2.1541968320000002,-2.457407739817966,-2.8775175354207216,-2.660918868637043,3.116003229696,-1.1025376292684852,-1.6860033558251386,-1.5004310631062667,-0.96438287548950008,-1.3872228375562123,201,103,96,99,100,7.292349121388888
98,2,0.0,3.091075203858432,0,2.0337152664416784,0.1988023984,0,0.0,380.226978676218,400.0,99.20239680159999,-1.4517109791,-2.457407739817966,-2.8754305234397113,-2.660918868637043,3.0663466022275645,-1.0957934265403146,-1.3896830035017294,-1.2773537135616353,-0.95611069935552795,-1.3782544251365048,201,105,94,92,100,7.261586551388888
99,3,0.0,3.0418158294097437,0,2.0333387213230196,0.19840479360319999,0,0.0,374.16768154403377,400.0,99.00399200799679,-2.4111612876999997,-2.457407739817966,-2.8733458954400124,-2.660918868637043,3.017481302774466,-1.0925326614569242,-1.4350470019079964,-1.5361265807706248,-0.9527424083949354,-1.3734928496772492,202,106,98,93,100,7.249630239722222
