tt,mm,f1,f3,f4,f5,f6,f7,soilstor,epxstor,kststor1,kststor2,soil18o,epx18o,kststor118o,kststor218o,dpdf[0],stal1d18o,stal2d18o,stal3d18o,stal4d18o,stal5d18o,drip_int_stal1,drip_int_stal4,drip_int_stal3,drip_int_stal2,drip_int_stal5,cave_temp
71,11,6.335101200000008,2.4104004657307865,0,2.1389046070631661,0.08692363712639156,0,25.340404800000034,272.3833342769304,400.0,43.37489492606939,-1.2310473803756412,-2.580599164810059,-3.3242597457855529,-4.0,23.911172620049403,-3.1702174914943759,-2.6986997050213457,-2.7790481507339315,-1.9099496127464866,-2.8035006889071123,1120,535,226,192,243,12.081094861111112
72,12,0.0,2.179066674215443,0,2.1148890347485136,0.08674978985213878,0,0.0,246.52801339449775,400.0,43.288145136217246,-1.1739249620410708,-2.5188017808100587,-3.2933297475353931,-4.0,21.616341408217195,-3.1706167666037954,-2.689917430683253,-2.7072052053117579,-1.8203906813460957,-2.7661522988917664,1210,637,257,240,262,12.07523791666667
73,1,0.0,1.972224107155982,0,2.1248094913510487,0.08657629027243449,0,0.0,223.56922594435443,400.0,43.20156884594481,-1.78240605,-2.4761387748100585,-3.2631882229329392,-4.0,19.56446314298734,-3.4473643051549097,-2.7844316809101377,-2.8376558471769897,-1.9751496693077852,-2.8495297624574478,1152,668,239,235,249,12.124790694444442
74,2,0.0,1.7885538075548355,0,2.1320733882651495,0.08640313769188963,0,0.0,202.7391919658556,400.0,43.115165708252924,-2.2227923499999998,-2.4371679828100583,-3.2380997023380362,-4.0,17.742453770943968,-3.28185438847306,-2.8367432657695479,-2.8407171840383327,-1.7912828914374845,-2.7629782444026363,1187,757,242,233,256,12.137985138888887
75,3,0.0,1.6219135357268448,0,2.134826209037024,0.08623033141650585,0,0.0,184.04785285571847,400.0,43.028935376836415,-2.7004317,-2.4077666838100584,-3.2175280098013301,-4.0,16.0893822744103,-3.4753957858598694,-3.0220282742757787,-2.9427163725793681,-1.912951216076153,-2.8224842145339046,1175,824,236,224,253,12.189912916666668
76,4,2.7362399999999996,1.4942727428457478,0,2.1751198094891677,0.08605787075367283,0,10.944959999999998,169.20298742114213,400.0,42.942877506082745,-2.0330826669999995,-2.36492378834737,-3.2018432951168889,-4.0,14.82318560902982,-3.3351164171292469,-2.9688577128161864,-2.8433640421807738,-1.7355925347093404,-2.7501747801198517,1224,932,227,214,263,12.180515694444441
77,5,19.868106,1.5125687473691372,0,2.2572252178827834,0.08588575501216549,0,79.472424,172.55384269987115,400.0,42.85699175107058,-2.8218850417814942,-2.41294252276543,-3.2494247717644802,-4.0,15.00468197390184,-3.2713714686501971,-3.1216645755764993,-3.0441414470654404,-1.7298468110875653,-2.7742673440329657,1222,911,197,176,262,12.186654583333333
78,6,56.06118480000001,1.8289202199989694,0,2.3797159086725483,0.08571398350214117,0,224.2447392,208.6432186974824,400.0,42.77127776756844,-3.5180234571988827,-2.6839314737619495,-3.3986017580572905,-4.0,18.142888582389777,-2.9396485972390529,-3.4508316122565663,-3.2233128991775439,-1.7793553473047785,-2.8124488581559026,1150,707,155,128,246,12.192523611111106
79,7,60.0,2.1491457495798594,0,2.298676520022727,0.08554255553513689,0,240.0,245.17454711207037,400.0,42.68573521203331,-3.490745512223545,-2.864128995748196,-3.4642696642963058,-4.0,21.319525835832206,-3.2021758400248013,-3.5985749427472902,-3.2588120514076557,-2.1944812946362857,-2.9623971535636118,1213,633,182,129,259,12.170208333333328
80,8,60.0,2.4413963768965634,0,2.2486781389614281,0.08537147042406662,0,240.0,278.5144986763599,400.0,42.60036374160924,-3.066723710504839,-2.9039608985082075,-3.4656417428213304,-4.0,24.218652058813905,-3.2312566946114396,-3.4147616227572231,-3.1375109031135384,-2.2883662155162021,-2.9812025876819748,1117,512,181,137,238,12.167386111111103
81,9,60.0,2.7081159894108793,0,2.2797488461098454,0.08520072748321848,0,240.0,308.9418720719931,400.0,42.515163014126024,-2.2959671972505267,-2.796197059091871,-3.4227273912592628,-4.0,26.864510614955922,-3.0382849553969304,-3.0662740899439767,-2.9038767880782412,-2.0896813883530818,-2.8745955889905028,1096,452,171,139,233,12.172201388888887
82,10,39.57140999999999,2.788106256575945,0,2.1758232755810867,0.08503032602825206,0,158.28563999999997,318.0671617501838,400.0,42.43013268809777,-1.8485508002670663,-2.6885980074288245,-3.3737001850258665,-4.0,27.658014065233374,-3.1024859744649413,-2.7707318904610645,-2.7442344191990209,-2.0194730303833008,-2.8371284304834488,1126,450,209,159,239,12.115347222222216
83,11,10.269347999999997,2.6266920780014704,0,2.1526121723851812,0.08486026537619554,0,41.07739199999999,299.6530322584077,400.0,42.34527242272158,-1.3334143171458646,-2.646212063416602,-3.3378463425489215,-4.0,26.056785413774584,-3.1754274188382503,-2.7112477912810684,-2.800910990770511,-2.0060350285853179,-2.8268077023778648,1147,486,223,198,243,12.127174999999998
84,12,0.0,2.3972242580672614,0,2.1123264574087939,0.08469054484544315,0,0.0,271.0477457603132,400.0,42.260581877876135,-1.2409445180853935,-2.573384135416602,-3.305592137169306,-4.0,23.780464640027237,-3.184464847318047,-2.7151940580211198,-2.7336972148127581,-1.913344791977023,-2.7962952800841823,1239,579,258,238,262,12.160084722222216
85,1,0.0,2.1683819660825057,0,2.1364221260219671,0.08452116375575228,0,0.0,246.19092789069225,400.0,42.17606071412038,-2.02641945,-2.538041531416602,-3.2732345992918166,-4.0,21.510349103538456,-3.4528242726429292,-2.7972945250597236,-2.8533109522108635,-2.0543302288370535,-2.8671271635344331,1180,606,237,234,249,12.159683333333327
86,2,0.0,1.969527423125538,0,2.1259018775575278,0.08435212142824076,0,0.0,223.3305861301614,400.0,42.09170859269214,-2.1687164500000002,-2.4974484624166022,-3.2446998992604916,-4.0,19.53771203740534,-3.2857151761622738,-2.8454061815352816,-2.8500780727302999,-1.8758050995818509,-2.7769057128127494,1216,687,248,237,256,12.172413888888883
87,3,0.0,1.7866446890412913,0,2.1228300216994334,0.08418341718538429,0,0.0,202.75425552583053,400.0,42.00752517550676,-2.6143044,-2.465463344416602,-3.2186313747154784,-4.0,17.72351531528961,-3.470223727929822,-3.0155845669320724,-2.9379184901070499,-1.9763542911230836,-2.8203328790908921,1204,748,245,238,253,12.174877777777777
88,4,0.4074600000000004,1.625293724206644,0,2.1476505735602056,0.08401505035101352,0,1.6298400000000015,184.45491811267476,400.0,41.923510125155744,-2.532762667,-2.436898297495775,-3.1971986037727245,-4.0,16.12291374412991,-3.333698743634983,-2.9587741887731056,-2.8348678095746482,-1.8217209507417342,-2.7470527716821902,1254,855,242,235,263,12.187655555555555
89,5,28.244258000000002,1.7015934089013982,0,2.3159245222616831,0.08384702025031149,0,112.97703200000001,194.1177760874715,400.0,41.83966310490543,-3.198919159134196,-2.538086812707026,-3.2656852772558822,-4.0,16.87980661630187,-3.2658773237248528,-3.1300148419394214,-3.0620477268488155,-1.8738258173920386,-2.7885045773218264,1252,809,183,172,262,12.177082083333332
90,6,58.78341040000001,2.023209491899772,0,2.3530998552028861,0.08367932620981088,0,235.1336416,230.807738835926,400.0,41.75598377869562,-3.7123398514323487,-2.811025818045608,-3.3930411255125073,-4.0,20.07023815964574,-2.9274768453529942,-3.4447274157982655,-3.2063426421318209,-1.9361305468293954,-2.8015299238765001,1178,639,162,126,246,12.16646458333333
91,7,60.0,2.326461910687408,0,2.2837648344478749,0.08351196755739125,0,240.0,265.4027747712195,400.0,41.67247181113823,-3.5997492930436463,-2.9737567298477257,-3.4491963106666019,-4.0,23.078502154019088,-3.1926989837122166,-3.5800150747596904,-3.2375677926858026,-2.315549928111893,-2.9419489699032964,1243,585,189,137,259,12.144751666666668
92,8,60.0,2.6032221981697563,0,2.3239162517115965,0.08334494362227646,0,240.0,296.9755883672058,400.0,41.58912686751595,-3.063828048935997,-2.9903646986921704,-3.467313560760553,-4.0,25.823964205843982,-3.2306920137598061,-3.4232230138434572,-3.1531545482076373,-2.391019158626162,-2.9864194063700111,1144,480,164,131,238,12.184134027777777
93,9,42.81786000000001,2.718347586937646,0,2.1742863852405026,0.0831782537350319,0,171.27144000000004,310.1090927178467,400.0,41.505948613780916,-2.668900832490964,-2.949856575642113,-3.4314053717453867,-4.0,26.96600806242145,-3.0335863759399784,-3.0643981387381558,-2.8814762020247242,-2.2459682985462859,-2.8845939637579532,1122,450,205,147,233,12.178532638888885
94,10,19.991622000000007,2.6408057177427735,0,2.1591440638438888,0.08301189722756183,0,79.96648800000003,301.26311628009563,400.0,41.42293671655335,-2.098746645434598,-2.8983114948636644,-3.390501552010015,-4.0,26.196792720008318,-3.1234269696013284,-2.7785579655752457,-2.7770069624492022,-2.2417160013769033,-2.8800167686544587,1153,475,217,193,239,12.23996875
95,11,5.742897600000006,2.456048111040765,0,2.1843236507104877,0.0828458734331067,0,22.971590400000025,277.92268898606636,400.0,41.340090843120244,-1.187765065168004,-2.7996855042761024,-3.3569972001652433,-4.0,24.36399726152439,-3.1960576218528214,-2.748028816232706,-2.8475650758982285,-2.1678837472335344,-2.8709914075919496,1175,524,212,195,243,12.245972916666666
96,12,0.0,2.223381511888531,0,2.1265303592799851,0.08268018168624049,0,0.0,251.2761222762436,400.0,41.257410661434,-1.0218898311028721,-2.7286682862761023,-3.3289987522971289,-4.0,22.055944597934225,-3.1957606077404055,-2.7516234921639571,-2.7690361520771312,-2.0673099395714933,-2.8350899978657473,1270,625,254,223,262,12.233125694444443
97,1,0.0,2.010208978209949,0,2.1110794687902383,0.082514821322868,0,0.0,228.20280913419094,400.0,41.174895840111134,-2.08267515,-2.695013353276102,-3.3040908575561141,-4.0,19.94127306384269,-3.4799766962604339,-2.8399774570636582,-2.9025882776597678,-2.232779709117283,-2.9272135720610493,1209,654,248,241,249,12.294864583333332
98,2,0.0,1.8256224730735275,0,2.1227183183217258,0.08234979168022227,0,0.0,207.397284128228,400.0,41.09254604843091,-2.65209115,-2.668921525276102,-3.2820940593673371,-4.0,18.110174932889393,-3.300967698270374,-2.8777355651123937,-2.8966538166488309,-2.0527038290781841,-2.832822281101488,1245,740,248,247,256,12.259447916666662
99,3,1.6790840000000005,1.672610945025824,0,2.1589063001648503,0.08218509209686183,0,6.716336000000001,189.852625319563,400.0,41.01036095633405,-2.6273337000000003,-2.640053606514086,-3.2702697640098566,-4.0,16.59230057465617,-3.4963304921027394,-3.0736562858231231,-3.0091216849799096,-2.1727354681223554,-2.8999194979343335,1233,799,228,222,253,12.303936805555555
100,4,7.647047199999999,1.5799973801565041,0,2.2018929136601382,0.0820207219126681,0,30.588188799999994,180.246101128254,400.0,40.92834023442138,-2.065617989828879,-2.6178118669804786,-3.2607434920742611,-4.0,15.673574011152521,-3.3518281424420593,-3.0272222607146126,-2.9140647003472742,-2.0201430481470162,-2.8315339947597717,1285,875,218,200,263,12.28560486111111
101,5,29.83989176,1.680687943106032,0,2.294408922911598,0.08185668046884276,0,119.35956704,191.73288054953613,400.0,40.84648355395253,-2.8477699023902843,-2.6504743153028696,-3.3216302040141725,-4.0,16.672424395611838,-3.2836737003212324,-3.1842675914020013,-3.1228528134683575,-2.0048520568463069,-2.8653730610346262,1282,819,187,163,262,12.275614166666667
102,6,60.0,2.013863044396289,0,2.359361674848238,0.08169296710790507,0,240.0,229.74149610472867,400.0,40.764790586844626,-3.529207965754396,-2.8599186235394196,-3.4527334316448997,-4.0,19.977521400411188,-2.94580631312924,-3.4988574477196055,-3.2783613941504974,-2.007422443166873,-2.8859212060314832,1206,642,160,127,246,12.28654625
103,7,60.0,2.3179319688378293,0,2.2212051711058689,0.08152958117368925,0,240.0,264.4296790050195,400.0,40.683261005670936,-3.2834703967178855,-2.94762820857422,-3.4444095194997746,-4.0,22.993885130871263,-3.2162150544992052,-3.4321686676215268,-3.082358570789423,-2.3154106212476266,-2.9642716730424734,1273,587,207,145,259,12.273399444444443
104,8,60.0,2.595437432040156,0,2.2639444789024403,0.08136652201134187,0,240.0,296.087502247141,400.0,40.60189448365959,-3.4643588781471264,-3.043192339049147,-3.571277296728351,-4.0,25.746739325838348,-3.2371694774211424,-3.7033629211874475,-3.6298324589106867,-2.4534424750122241,-3.1009666787510382,1172,482,179,150,238,12.233928611111114
105,9,57.03227999999999,2.824958257977128,0,2.2493609873065701,0.08120378896731918,0,228.12911999999997,322.2712380700308,400.0,40.52069069469227,-2.840309781540463,-3.010424832359722,-3.5459452548883452,-4.0,28.02358591913311,-3.032230350711318,-3.6107274547751977,-3.0780681537732058,-2.321953027168866,-3.0040495768054454,1150,433,180,144,233,12.201892500000003
106,10,48.52891199999999,2.9664012005602465,0,2.2615386453695518,0.08104138138938455,0,194.11564799999996,338.4070489599129,400.0,40.43964931330289,-2.0817294542491305,-2.8888807168284205,-3.5334949168148322,-4.0,29.42669990955764,-3.1008507174121736,-3.1764845277852949,-3.1189278898197115,-2.243365938720765,-3.0058597441098289,1182,423,183,150,239,12.157632777777781
107,11,17.046009599999998,2.8436244684793035,0,2.1625671417051913,0.08087929862660577,0,68.18403839999999,324.40067936411896,400.0,40.35877001467628,-1.5204711611964559,-2.8232576426691005,-3.4874239000094756,-4.0,28.20875472731469,-3.1686536889639072,-2.9644024017841941,-2.8499059948112748,-2.202096687825339,-2.9786031242112765,1204,449,222,174,243,12.137336944444446
108,12,0.0,2.595205434912952,0,2.1592196231925325,0.08071754002935257,0,0.0,292.86125011486956,400.0,40.27805247464693,-0.9233326206681459,-2.7272640656691003,-3.4429411573927267,-4.0,25.744437914336483,-3.1660935801488543,-2.6631119050795071,-2.7823790583872965,-2.0738907344957092,-2.923585898189085,1300,536,242,223,262,12.111991111111113
109,1,0.0,2.3428900009189566,0,2.1543205181700085,0.08055610494929386,0,0.0,265.4992428048346,400.0,40.19749636969763,-1.559804,-2.6739346106691,-3.409538574402097,-4.0,23.24146880911605,-3.4319787857794992,-2.8329845556941402,-2.9731837471773659,-2.1811066344153973,-2.9867170638665508,1238,562,233,217,249,12.082152222222224
110,2,0.0,2.123993942438677,0,2.1190281237776603,0.08039499273939527,0,0.0,241.01103255340422,400.0,40.11710137695824,-3.0570211,-2.6351087186691,-3.3780174898755453,-4.0,21.07001990899167,-3.2461296667193329,-3.1200856863230486,-3.1224839283237049,-1.994512129155912,-2.8776287150826807,1276,637,253,237,256,12.018957777777779
111,3,0.0,1.9280882604272338,0,2.1569734048572289,0.08023420275391648,0,0.0,218.83682124953881,400.0,40.036867174204325,-3.7386125000000003,-2.6015240936691,-3.3761834198135716,-4.0,19.12663554343816,-3.4179686944706411,-3.5493881545093364,-3.3052580278434274,-2.0713294009268024,-2.9294186232590169,1263,693,233,232,253,11.950900833333336
112,4,0.0,1.7506945699963106,0,2.1644600612634797,0.08007373434840866,0,0.0,198.44922854517912,400.0,39.956793439855915,-2.765772,-2.5634238536691,-3.3623221594003661,-4.0,17.366890134363402,-3.2719049852928395,-3.4170448482129245,-3.035963302032707,-1.9038819422423359,-2.8565490308924968,1316,795,237,221,263,11.927058194444449
113,5,3.998566,1.619582356361433,0,2.1767058751464718,0.07991358687971183,0,15.994263999999998,183.90738528821086,400.0,39.8768798529762,-2.3658579,-2.53439097241735,-3.3361444430936689,-4.0,16.066256975105418,-3.2020595774048255,-3.033019234066292,-2.8480595865779668,-1.8043409195726001,-2.8023894556079565,1314,854,229,210,262,11.910570972222224
114,6,14.907150800000004,1.590516288705687,0,2.2097590884805856,0.0797537597059524,0,59.62860320000001,181.44609821554477,400.0,39.79712609327025,-4.278471975778528,-2.66516248961157,-3.4151999925630925,-4.0,15.777921583960415,-2.8729843754564666,-3.3728450117369579,-3.3427655073444695,-1.6676331870404404,-2.782737898142873,1236,813,202,181,246,11.967336527777782
115,7,40.04445664,1.771924438844358,0,2.3151558349801777,0.07959425218654051,0,160.17782656,202.14113998336435,400.0,39.71753184108371,-3.56737339806103,-2.8282780031697095,-3.4756285957825037,-4.0,17.57749043333603,-3.1520507051978619,-3.7217441935094575,-3.2030503419345768,-2.0802483972274244,-2.9358449979395296,1304,768,180,156,259,11.990485138888893
116,8,58.84591531200002,2.087896442362915,0,2.3283924718793667,0.07943506368216742,0,235.38366124800004,238.18722614476133,400.0,39.63809677740154,-2.7679576692784895,-2.8146773084695944,-3.4646387674138839,-4.0,20.711932708240116,-3.1859843210390038,-3.2877562549262773,-3.0417467727751335,-2.1349028688834037,-2.9471759433986611,1200,599,162,125,238,12.011453194444446
117,9,43.80025224960001,2.2558998271548907,0,2.1810698762051257,0.07927619355480309,0,175.20100899840003,257.35305228182995,400.0,39.55882058384674,-2.2779484009518565,-2.7313088494415947,-3.4205577675241514,-4.0,22.378526285376516,-2.9920307638352517,-2.9099665254974649,-2.7989793141167674,-1.9447041929383513,-2.8441780218785295,1177,543,199,142,233,12.036360138888895
118,10,20.872705799680006,2.22580606465208,0,2.1730835539003666,0.07911764116769347,0,83.49082319872002,253.91995585550927,400.0,39.47970294267905,-1.48401145138107,-2.6377356597630297,-3.3810990325629779,-4.0,22.07999616134863,-3.0788652890092472,-2.7575867460910564,-2.801064767558592,-1.9042089548422236,-2.8363956097874343,1210,564,207,180,239,12.076497638888892
119,11,8.623604639744007,2.1003484839620263,0,2.1749695866540044,0.0789594058853581,0,34.49441855897603,239.60775505038796,400.0,39.40074353679369,-1.1425861651639075,-2.5886254165164844,-3.3650019299975926,-4.0,20.835456960903304,-3.1486420503651358,-2.9187588148210653,-2.9570209497022937,-1.8858049790342335,-2.8404516526652213,1233,608,210,185,243,12.063012916666668
120,12,0.0,1.9168620404031038,0,2.1086586459572407,0.07880148707358739,0,0.0,215.96104456918607,400.0,39.3219420497201,-1.0841506969936314,-2.5071881065164843,-3.3359686765565235,-4.0,19.015271440798788,-3.1486319965314813,-2.9910975740337076,-2.8677457193979627,-1.7744348705328594,-2.8032529604663514,1332,727,256,222,262,12.048853194444444
121,1,0.0,1.7276883565534886,0,2.1366649257841024,0.0786438840994402,0,0.0,195.24514091562196,400.0,39.24329816562066,-1.9532632,-2.4517017025164844,-3.3157922238699848,-4.0,17.138668497010606,-3.4257847415797293,-3.083370270388075,-3.0162366634434168,-1.9238217196813068,-2.888798285673011,1269,765,229,225,249,12.063054583333336
122,2,0.0,1.5619611273249756,0,2.1058942960789846,0.07848659633124132,0,0.0,177.22208860523324,400.0,39.16481156928942,-2.2588232,-2.4227085985164845,-3.2861494219429561,-4.0,15.49465438306376,-3.2471487712535385,-2.9166574882892871,-2.7781453626618546,-1.7327750745613768,-2.7900178187213465,1307,866,249,230,256,12.039165694444446
123,3,0.0,1.417776708841866,0,2.1318209416705765,0.07832962313857884,0,0.0,160.33061704468005,400.0,39.08648194615084,-1.2383601,-2.3804281015164843,-3.2458353353935756,-4.0,14.064344951711309,-3.4338958965346444,-2.6688285086532426,-2.6726445878343386,-1.8392360421958243,-2.8167605438587096,1294,946,232,227,253,12.03275875
124,4,13.435380000000002,1.3901279763574406,0,2.2240408487438983,0.07817296389230169,0,53.74152,158.58579954285682,400.0,39.00830898225854,-1.480507,-2.3108472734228056,-3.1928878448285429,-4.0,13.79006952546581,-3.2865753827445721,-2.4996137651956962,-2.6300430361818616,-1.635425752784303,-2.7043830513008293,1348,995,205,192,263,12.008175416666667
125,5,19.250674,1.4226917883428547,0,2.180061903636529,0.07801661796451709,0,77.00269599999999,162.30067921415284,400.0,38.930292364294026,-1.5667298641093774,-2.230297083807371,-3.146468676531291,-4.0,14.113102540361117,-3.2297366532489935,-2.4869291256102155,-2.5519212544706793,-1.5087472346663189,-2.6431478591593116,1345,968,219,177,262,12.054231805555556
126,6,24.6912392,1.4959353473132229,0,2.1888131004558256,0.07786058472858805,0,98.7649568,170.65630442149245,400.0,38.852431779565435,-2.2259154474593044,-2.2297185131820996,-3.1663435186652618,-4.0,14.839678645347169,-2.8937251050777935,-2.726563311312491,-2.816652912579376,-1.2376411906747098,-2.5606750972776426,1266,864,202,174,246,12.098273055555556
127,7,52.97779936,1.7890728302519396,0,2.3305090826084625,0.07770486355913088,0,211.91119743999997,204.09742847514127,400.0,38.7747269160063,-2.5672927683698545,-2.309688163866113,-3.2068750968398732,-4.0,17.747602476099242,-3.1791516516016527,-3.1095479932382597,-2.8912119470347886,-1.5932807016644235,-2.6973764066886563,1335,761,172,150,259,12.134662361111111
128,8,60.0,2.1127794278011303,0,2.2834900717528894,0.0775494538320126,0,240.0,241.02587712355293,400.0,38.69717746217429,-2.0473990196774263,-2.250098985954816,-3.1639121722894772,-4.0,20.958771923787214,-3.2051030045189277,-2.8595176057935046,-2.679790227900325,-1.5950574362874059,-2.6693806471347337,1230,592,169,125,238,12.120415138888887
129,9,60.0,2.4082070169884235,0,2.2908125996777451,0.07739435492434858,0,240.0,274.7282564980394,400.0,38.61978310724994,-1.6419101545698966,-2.128875753481291,-3.1904579123576036,-4.0,23.889413608525164,-3.0070155479905436,-2.8430599819291302,-2.8464855912656573,-1.381550022273581,-2.6348396692085219,1206,508,165,128,233,12.136804027777778
130,10,35.276669999999996,2.480039411984315,0,2.1822106478437382,0.07723956621449987,0,141.10667999999998,282.9228961191707,400.0,38.542543541035435,-1.0120870404716227,-2.00179200893049,-3.1437321210213627,-4.0,24.601990966884404,-3.0837797405408596,-2.7976222726432409,-2.5927002523611353,-1.3050655874415895,-2.6088271026845078,1240,506,202,150,239,12.123897083333336
131,11,5.401415999999995,2.306594496953365,0,2.117465889846244,0.07708508708207087,0,21.60566399999998,260.3469886428937,400.0,38.46545845395337,-0.8046559647850986,-1.8972533635955535,-3.1000004854072434,-4.0,22.88141740977738,-3.1624881147486184,-2.5512607462807591,-2.5617441112671946,-1.2299501029321425,-2.593257812645744,1263,560,233,199,243,12.148134583333334
132,12,0.0,2.0827759091431495,0,2.1442950083083292,0.07693091690790674,0,0.0,235.0421812150505,400.0,38.38852753704546,-0.8935475597740923,-1.8204265285955534,-3.0653182180495921,-4.0,20.661137018700042,-3.1790463590485318,-2.6664304711516706,-2.690061565507107,-1.139009935482771,-2.5662641127077723,1364,668,240,231,262,12.209305416666666
133,1,0.0,1.8803374497204042,0,2.0989504192658539,0.07677705507409092,0,0.0,213.2530428641037,400.0,38.31175048197137,-1.1646816,-1.7827509265955535,-3.0199561590001172,-4.0,18.652947501226407,-3.4449088877799294,-2.5920613107295321,-2.464210630902075,-1.2843197461170908,-2.6138480187246627,1299,700,248,227,249,12.160156805555555
134,2,0.0,1.7060243429128295,0,2.1090969213003268,0.07662350096394274,0,0.0,193.7528307394956,400.0,38.23512698100743,-0.46329370000000014,-1.7566381375955535,-2.9660790919432882,-4.0,16.92376148169527,-3.2771592735038046,-1.9614776604388595,-2.0974414850126744,-1.1143530645784105,-2.5028250907309646,1339,792,250,249,256,12.194369305555558
135,3,0.0,1.550022645915965,0,2.1301604958699638,0.07647025396201487,0,0.0,175.49672994609327,400.0,38.15865672704542,-1.5647465000000003,-1.7167425325955536,-2.9225483683378672,-4.0,15.376224647486373,-3.4605489927989064,-2.1231769744249895,-2.51921181089243,-1.2116574387956991,-2.5217548785851918,1326,864,236,231,253,12.163904027777779
136,4,17.632920000000002,1.5450371995687462,0,2.2760910362406874,0.07631731345409083,0,70.53168000000001,176.25784372680258,400.0,38.08233941359133,-3.873721,-1.9136767100669116,-3.105995451826185,-4.0,15.326769019721963,-3.3213655561282751,-3.2742132920078326,-3.3224130989294443,-1.2903121243720284,-2.6546610468539678,1381,895,192,182,263,12.182283194444441
137,5,44.63271800000001,1.7671244938144208,0,2.3455033447384741,0.07616467882718266,0,178.53087200000002,201.59356225434914,400.0,38.006174734764144,-3.567544792266783,-2.2478540834456986,-3.2709569850231697,-4.0,17.529874978639054,-3.2527960456303351,-3.8898533446026784,-3.2748878832893347,-1.5899897992095458,-2.7936181987631148,1378,779,173,139,262,12.176325138888888
138,6,58.4002744,2.0799506932347933,0,2.2863609056189005,0.07601234946952828,0,233.6010976,237.28077508422518,400.0,37.930162385294615,-4.2983121290879005,-2.7084315880978234,-3.4934564752455786,-4.0,20.633110876889145,-2.8998103804238617,-4.1267517701832901,-3.6989130888327448,-1.8409622548168914,-2.9002193630977002,1297,622,176,129,246,12.157776527777774
139,7,60.0,2.3782462006738014,0,2.3875346484727471,0.07586032477058924,0,240.0,271.31032657286727,400.0,37.85430206052403,-3.4427015731122173,-2.856628857458352,-3.5009874172550632,-4.0,23.59220231068411,-3.1838761485311062,-3.9209009471373735,-3.1707619656651254,-2.209170296439078,-2.9999577968892188,1368,572,163,131,259,12.174119166666667
140,8,42.484542000000005,2.510358948582938,0,2.1634330874719452,0.07570860412104806,0,169.938168,286.38174885434154,400.0,37.77859345640298,-2.993089678724753,-2.875104224881707,-3.4466570749558882,-4.0,24.902760769942745,-3.2264515104407643,-3.1305704269848356,-2.9601617968723071,-2.2797183132537979,-2.9771787196702926,1259,498,210,138,238,12.238141388888888
141,9,35.7515136,2.5770660996347323,0,2.2204383858571308,0.07555718691280597,0,143.00605439999998,293.99170064633023,400.0,37.70303626949018,-1.9763550575510815,-2.7753577943703163,-3.3659758402198334,-4.0,25.564495708376544,-3.0239468923249913,-2.711484203117065,-2.7086542492243959,-2.069631627604207,-2.8329159923212721,1235,475,188,170,233,12.244901111111112
142,10,23.44157088,2.539466172210642,0,2.2185730839725819,0.07540607253898035,0,93.76628351999999,289.70230092579004,400.0,37.627630196951195,-0.9483484319154953,-2.6404381961112033,-3.3000802432972796,-4.0,25.19150442832957,-3.1093561824517835,-2.5780226898153291,-2.6993842478579833,-1.9796848565717395,-2.7953959213099511,1270,494,195,163,239,12.267926111111112
143,11,13.635796704,2.42670478103832,0,2.2307903171696819,0.07525526039390239,0,54.543186816,276.83848142085156,400.0,37.55237493655729,-0.7850275682647181,-2.5570329057060626,-3.3232082581960984,-4.0,24.072911427900134,-3.1965570318051029,-3.0212387787112993,-3.1353141931635964,-1.9411845533435779,-2.8544131465734202,1294,526,195,165,243,12.327828888888892
144,12,0.0,2.2147078513668124,0,2.1353070647257897,0.07510474987311459,0,0.0,249.29862698392597,400.0,37.47727018668418,-0.16045402807135561,-2.4563755647060628,-3.2701359156665935,-4.0,21.96990188555878,-3.2070483339461386,-2.7442642041168863,-2.4520197402667643,-1.8190511163924672,-2.8025140662011339,1398,630,249,202,262,12.358234444444449
145,1,0.0,1.9943890158714077,0,2.1090471487148315,0.07495454037336836,0,0.0,226.1193654306102,400.0,37.40231564631081,-1.3876215000000003,-2.414359559706063,-3.2368864703460178,-4.0,19.784339037444365,-3.4821522723447185,-2.4120389014742338,-2.7585845977391443,-1.9610001081926676,-2.8699650226136075,1331,660,246,234,249,12.341074722222224
146,2,0.0,1.8089549234448816,0,2.1304427504016177,0.07480463129262162,0,0.0,205.42916246659212,400.0,37.32751101501819,-2.8023348,-2.386267103706063,-3.211427470447906,-4.0,17.944832840573227,-3.3174235141998354,-2.8245900362974252,-2.9289710414271974,-1.7970564282079327,-2.7912262306523106,1371,747,244,241,256,12.396444166666669
147,3,0.0,1.643433299732737,0,2.1372777541670094,0.07465502203003638,0,0.0,185.99202503351063,400.0,37.25285599298815,-2.8306442,-2.341541729706063,-3.1997147224353366,-4.0,16.30285833334875,-3.5169732575557333,-3.2795418338549265,-3.1420407651133742,-1.8997176699099283,-2.8570090933006664,1358,816,236,226,253,12.431928888888894
148,4,0.0,1.4879362002680852,0,2.0984517102628901,0.0745057119859763,0,0.0,168.82804772658315,400.0,37.178350281002174,-0.468136,-2.314070309706063,-3.1706472306689757,-4.0,14.760327106659403,-3.3780980022826146,-2.6279826424191466,-2.3332661765143037,-1.7432969603446979,-2.778020343555454,1414,934,258,242,263,12.457345138888897
